hotel name,rating,rating text,place,near by place,discount price,actual price,facilities,destination name,,
HARI OM RESIDENCY,4.1,Very Good,Ghanshyam Nagar,4.5 km drive to Bhuj Airport (BHJ),1645,2500,24-hour Room Service,Bhuj,,
White Land Village Stay,4.2,Very Good,Gorewali,Not Available,2706,5900,Bonfire,Bhuj,,
LA CASA DE RANN,4.2,Very Good,Uma Nagar,6.7 km drive to Bhuj Airport (BHJ),3549,4500,Restaurant,Bhuj,,
HOTEL N K,3.3,Good,Vijay Nagar,6.4 km drive to Bhuj Airport (BHJ),1026,1200,Butler Services,Bhuj,,
Rann Home Stay Resort,4,Very Good,Gorewali,76.1 km from city centre,4442,5000,Restaurant,Bhuj,,
WHITE RANN CAMP RANN OF KUTCH,3.5,Very Good,Bhuj,Not Available,5691,7450,24-hour Room service,Bhuj,,
Praveg White Rann Resort Rann Utsav Dhordo,3.7,Very Good,Dhordo,1.2 km drive to Rann Utsav Venue,7043,13999,Bonfire,Bhuj,,
Hotel Prince Residency.,3.6,Very Good,Airport Ring Rd,7.7 km drive to Bhuj Airport (BHJ),3365,8000,Restaurant,Bhuj,,
Praveg Resort Dholavira,4.4,Excellent,In Rann of Kutch,92.0 km from Bhuj city centre,5321,10599,Restaurant,Bhuj,,
"The Fern Residency, Bhuj",4,Very Good,Madhapar,9.4 km drive to Bhuj Airport (BHJ),6422,8777,Spa,Bhuj,,
HILL VIEW RESORT,4.2,Very Good,Uma Nagar,5.3 km drive to Bhuj Airport (BHJ),6661,7499,Swimming Pool,Bhuj,,
Natures Nest,4.3,Excellent,Airport Ring Rd,Not Available,3186,4500,Kitchenette,Bhuj,,
HOTEL THE DEVRAJ PALACE,3.5,Very Good,Bhuj,About a minute walk to Bhuj Railway Station,6218,7000,Private Beach,Bhuj,,
Hotel Kutch Palace,3.6,Very Good,Nilkanth Nagar,3.0 km drive to Bhuj Airport (BHJ),1950,2500,24-hour Room Service,Bhuj,,
Hotel Navkar Residency,3.4,Good,Lal Tekri,5.5 km drive to Bhuj Airport (BHJ),2182,2500,24-hour Room service,Bhuj,,
Hotel Shyam Palace,3.9,Very Good,Madhapar,9.5 km drive to Bhuj Airport (BHJ),1702,2800,Spa,Bhuj,,
Ks VILLA BELLA,4.2,Very Good,Bhuj,Not Available,3366,4000,Caretaker,Bhuj,,
Tree Top Residency,3.7,Very Good,Madhapar,8.9 km drive to Bhuj Airport (BHJ),1624,1900,Swimming Pool,Bhuj,,
Kutir Craft Village Resort,4.6,Excellent,Hodka,62.3 km from city centre,3731,4200,Restaurant,Bhuj,,
STAYGURU USHA RESIDENCY,3.4,Good,Vijay Nagar,5.7 km drive to Bhuj Airport (BHJ),3692,5500,24-hour Room Service,Bhuj,,
Rann Rajvi Homestay,3.6,Very Good,Gorewali,75.8 km from city centre,3127,3500,24-hour Room service,Bhuj,,
Hotel Raj Mahel,3.6,Very Good,Old Dhatia Falia,4.7 km drive to Bhuj Airport (BHJ),1272,1800,Indoor Games,Bhuj,,
The Presidential Suites,3.2,Good,Bhuj,6.1 km drive to Bhuj Airport (BHJ),3124,5750,24-hour Room Service,Bhuj,,
Hotel Atithi,3.4,Good,Madhapar,9.5 km drive to Bhuj Airport (BHJ),1480,2300,24-hour Room Service,Bhuj,,
Shiv Hotel,3.6,Very Good,Old Dhatia Falia,4.1 km drive to Bhuj Airport (BHJ),1708,1999,Restaurant,Bhuj,,
Kiaayo Resort White Rann of Kutch,4.1,Very Good,Dhrobana,82.8 km from city centre,4477,7200,24-hour Room service,Bhuj,,
PRIDE ROCK RESORT,4.1,Very Good,Godpar,22.4 km from city centre,3107,4000,Restaurant,Bhuj,,
Rann Kandhi Resort,3.9,Very Good,Gorewali,76.5 km from city centre,3126,6600,Restaurant,Bhuj,,
WOODEN HERITAGE VILLA,4.7,Excellent,Bhuj,Not Available,3637,4880,Air Conditioning,Bhuj,,
Hotel Viraj- Residency,3.3,Good,Vardhman Nagar,Not Available,2474,3500,Kids Play Area,Bhuj,,
VRP Guest House,3.1,Good,Ghanshyam Nagar,4.6 km drive to Bhuj Airport (BHJ),462,540,Luggage Storage,Bhuj,,
Hotel White Desert,3.4,Good,Airport Ring Rd,4.2 km drive to Bhuj Airport (BHJ),1666,2200,Spa,Bhuj,,
Rann Chandni,4.1,Very Good,Hodka,62.8 km from city centre,5430,7200,Bonfire,Bhuj,,
HOTEL SHIV RESIDENCY,4.1,Very Good,Old Dhatia Falia,5.0 km drive to Bhuj Airport (BHJ),1880,2200,24-hour Room Service,Bhuj,,
HOTEL KUTCH HERITAGE,3.6,Very Good,Airport Ring Rd,4.2 km drive to Bhuj Airport (BHJ),1709,2000,Restaurant,Bhuj,,
Always welcome home stay,4.1,Very Good,Gorewali,76.3 km from city centre,3692,4600,Private Living Room,Bhuj,,
Dharani Village Resort,4.2,Very Good,Hodka,62.5 km from city centre,3844,5500,24-hour Room service,Bhuj,,
Ranjan Vadi,3.5,Very Good,Bhuj,8.5 km drive to Bhuj Airport (BHJ),1769,2300,24-hour Room Service,Bhuj,,
Kutch Classic Resort Camp,4.1,Very Good,Gorewali,74.7 km from city centre,4682,5200,24-hour Room service,Bhuj,,
HOTEL DESERT INN,3.1,Good,Old Dhatia Falia,4.8 km drive to Bhuj Airport (BHJ),1346,2188,24-hour Room Service,Bhuj,,
BANNI VILLAGE STAY,4.5,Excellent,Hodka,62.6 km from city centre,2653,2999,Bonfire,Bhuj,,
White Desert Camp,3.4,Good,Gorewali,75.5 km from city centre,4276,9600,24-hour Room service,Bhuj,,
ANNPURNA GUEST HOUSE,3.9,Very Good,Old Dhatia Falia,4.4 km drive to Bhuj Airport (BHJ),1196,3450,Restaurant,Bhuj,,
SHYAM HOMESTAY,4.1,Very Good,Shreeji Nagar,Not Available,2720,3649,Caretaker,Bhuj,,
Hotel Royal Palace,1.8,Poor,Madhapar,9.5 km drive to Bhuj Airport (BHJ),3352,4500,Restaurant,Bhuj,,
Family Homestay Kutch,3.7,Very Good,Gorewali,Not Available,2878,3500,Lawn,Bhuj,,
HOTEL SAHARA PALACE,3.1,Good,Ghanshyam Nagar,4.7 km drive to Bhuj Airport (BHJ),1187,1550,Restaurant,Bhuj,,
Stay Guru Holiday White Rann Camp,3.5,Very Good,Gorewali,75.4 km from city centre,4797,6000,24-hour Room service,Bhuj,,
THE KUTCHH COURTYARD,4.9,Excellent,Bhujodi,9.2 km from city centre,6745,10700,Lawn,Bhuj,,
Hotel Kutch Elegance,3.5,Very Good,Madhapar,8.6 km drive to Bhuj Airport (BHJ),2641,4000,Restaurant,Bhuj,,
THE ROYAL RIVIERA,3.5,Very Good,Bhuj,3.8 km drive to Bhuj Airport (BHJ),6289,8000,Bonfire,Bhuj,,
SHILPGRAM FARM STAY AND RESORT,3.2,Good,Kukma,11.8 km from city centre,1154,1500,Indoor Games,Bhuj,,
Rann Niwas Village Stay,5,Excellent,Hodka,62.6 km from city centre,3553,4000,24-hour Room service,Bhuj,,
Rann Heritage Resort,3.7,Very Good,Bhuj,1.5 km drive to Rann Utsav Venue,5774,6500,24-hour Room service,Bhuj,,
Shakti hostel&hotel,2.7,Average,Bhuj,6.3 km drive to Bhuj Airport (BHJ),1282,1500,24-hour Room Service,Bhuj,,
Swamira'hut,3.4,Good,Bhuj,Not Available,3282,3900,Living Room,Bhuj,,
Hotel Hastik,3.5,Very Good,Bhuj,23.6 km from city centre,1675,2241,Butler Services,Bhuj,,
Hotel Shiv Lake,3.2,Good,Old Dhatia Falia,4.1 km drive to Bhuj Airport (BHJ),4095,4500,24-hour Room Service,Bhuj,,
GREAT RANN RESORT,3.2,Good,Dhordo,Not Available,6094,7500,Caretaker,Bhuj,,
Hotel BhujView,2.8,Average,Madhapar,9.7 km drive to Bhuj Airport (BHJ),1729,1900,24-hour Room Service,Bhuj,,
Hotel Shiv Regency,3,Good,Kukma,6 minutes walk to Kukma Railway Station,1911,3500,Restaurant,Bhuj,,
Mahefeel E Rann Resort,4.2,Very Good,Hodka,62.7 km from city centre,3635,4200,24-hour Room service,Bhuj,,
Hotel Smriti Hills,3.5,Very Good,Madhapar,9.7 km drive to Bhuj Airport (BHJ),2730,3000,24-hour Room Service,Bhuj,,
Hotel Radiant,3.5,Very Good,Madhapar,8.6 km drive to Bhuj Airport (BHJ),2275,2500,24-hour Room service,Bhuj,,
DESERT INN CAMP,3.5,Very Good,Dhordo,1.6 km drive to Rann Utsav Venue,4095,4500,24-hour Room service,Bhuj,,
HOTEL RANN FRONT,3.5,Very Good,Bhuj,20.1 km from city centre,1743,2500,Restaurant,Bhuj,,
hotel orion,2.7,Average,Bhuj,Not Available,3067,3500,Spa,Bhuj,,
Kutch Yatra,3.9,Very Good,Bhuj,Not Available,8521,10000,Housekeeping,Bhuj,,
HODKA - ZEEL RESORT,3.8,Very Good,Hodka,62.9 km from city centre,4337,5500,24-hour Room service,Bhuj,,
Hotel Anjali Palace,3.5,Very Good,Vijay Nagar,6.3 km drive to Bhuj Airport (BHJ),3724,5000,24-hour Room service,Bhuj,,
Hotel Bhaguji,1.8,Poor,Madhapar,9.5 km drive to Bhuj Airport (BHJ),1709,2000,Free Wi-Fi,Bhuj,,
KACHCHH ADVENTURES CAMP AND RESORT,3.5,Very Good,Bhuj,19.2 km from city centre,6129,6900,24-hour Room service,Bhuj,,
Rann Dharti Homestay,3.5,Very Good,Hodka,62.2 km from city centre,2905,3500,Shared Parking,Bhuj,,
parshukshetra,3.5,Very Good,Bhuj,5.5 km drive to Bhuj Airport (BHJ),2195,2500,Air Conditioning,Bhuj,,
RANN KAAR VILLAGE RESORT,3.5,Very Good,Hodka,62.5 km from city centre,3505,4000,24-hour Room service,Bhuj,,
Prag View Heritage Homestay,4.2,Very Good,Old Dhatia Falia,3.7 km drive to Bhuj Airport (BHJ),2945,3500,Bonfire,Bhuj,,
Royal Guest House,4.1,Very Good,Old Dhatia Falia,5.2 km drive to Bhuj Airport (BHJ),1282,1500,Lounge,Bhuj,,
HeArt of Kutch,3.7,Very Good,Hodka,Not Available,3534,4200,24-hour Room service,Bhuj,,
Shivalika Resort,3.5,Very Good,Bhuj,13.8 km from city centre,5774,6500,Swimming Pool,Bhuj,,
SAGAR GUEST HOUSE,2.3,Average,Ghanshyam Nagar,4.5 km drive to Bhuj Airport (BHJ),940,1100,Lounge,Bhuj,,
Shree Chawal Krupa Guest House,3.5,Very Good,Kukma,11.2 km from city centre,1367,1600,Living Room,Bhuj,,
HAPPY HOME,4.3,Excellent,Bhuj,4.0 km drive to Bhuj Airport (BHJ),2502,3000,Kitchenette,Bhuj,,
K K BUNGALOWS,3.5,Very Good,Airport Ring Rd,3.7 km drive to Bhuj Airport (BHJ),5533,9999,Kitchenette,Bhuj,,
Eraya Villa Bhuj,3.5,Very Good,Bhuj,13.7 km from city centre,16319,18500,Caretaker,Bhuj,,
Luxurious 3 BHK Villa In Bhuj Shivani Homestay,4.5,Excellent,Bhuj,Not Available,6960,7989,Free Wi-Fi,Bhuj,,
Riddhi Siddhi Villa,3.5,Very Good,Bhuj,17.3 km from city centre,7498,8500,Air Conditioning,Bhuj,,
Villa in Bhuj,3.5,Very Good,Bhuj,13.6 km from city centre,22052,25000,Free Wi-Fi,Bhuj,,
Ginger Dwarka,3.5,Very Good,Dwarka,6.6 km drive to Dwarkadhish Temple,2624,2624,Restaurant,Dwarka,,
Amazing Fun World Resort BY NEXOTTEL,3.9,Very Good,Dhrasan Vel,9.5 km drive to Dwarkadhish Temple,1685,3959,Swimming Pool,Dwarka,,
The Dwarika Hotel,4.1,Very Good,Aboti Brahmin Vadi,9 minutes walk to Dwarkadhish Temple,2604,5111,Restaurant,Dwarka,,
"The Fern Sattva Resort, Dwarka",4.3,Excellent,Dwarka,7.5 km drive to Dwarkadhish Temple,5683,7400,Swimming Pool,Dwarka,,
Hotel Holiston,4.3,Excellent,Ghanshyam Nagar,950 m drive to Dwarkadhish Temple,2009,2300,Restaurant,Dwarka,,
HOTEL FORTUNE PALACE,4.3,Excellent,Aboti Brahmin Vadi,1.1 km drive to Dwarkadhish Temple,2376,3500,Restaurant,Dwarka,,
"VITS Devbhumi, Dwarka",4.2,Very Good,Narshi Keshavji Vadi,990 m drive to Dwarkadhish Temple,4399,5499,Gym,Dwarka,,
Hotel Vandana Dwarka,3.5,Very Good,Aboti Brahmin Vadi,980 m drive to Dwarkadhish Temple,1321,1680,Restaurant,Dwarka,,
HOTEL LORD KRISHNA,4.1,Very Good,Ramdhun Rd,3 minutes walk to Dwarka Beach,1792,2279,Lounge,Dwarka,,
HOTEL CHHAYA,3.8,Very Good,Aboti Brahmin Vadi,8 minutes walk to Dwarkadhish Temple,1049,1200,Caretaker,Dwarka,,
Enrise by Sayaji Dwarka,4.3,Excellent,Dwarka,5.7 km drive to Dwarkadhish Temple,6008,7000,Swimming Pool,Dwarka,,
Devbhoomi Residency,4.2,Very Good,Gomti Ghat,About a minute walk to Dwarka Beach,1314,1599,Shared Kitchen,Dwarka,,
Hotel Shree Darshan,3.9,Very Good,Narshi Keshavji Vadi,3 minutes walk to Dwarkadhish Temple,1777,2700,24-hour Room service,Dwarka,,
Hotel Shree Gurukrupa,3.8,Very Good,Narshi Keshavji Vadi,4 minutes walk to Dwarkadhish Temple,1742,2500,24-hour Room service,Dwarka,,
"Guruprerna Beacon Resort, Dwarka",4.1,Very Good,Dwarka,3 minutes walk to Dwarkadhish Temple,3590,5599,Restaurant,Dwarka,,
Hawthorn Suites by Wyndham Dwarka,4.4,Excellent,Dwarka,7.3 km drive to Dwarkadhish Temple,7899,7899,Spa,Dwarka,,
Hotel Rajdhani,3.8,Very Good,Bhadrakali Road,4 minutes walk to Dwarka Beach,2359,3000,Restaurant,Dwarka,,
"Lemon Tree Premier, Dwarka",4.4,Excellent,Ghanshyam Nagar,9 minutes walk to Dwarkadhish Temple,5623,7730,Jacuzzi,Dwarka,,
Rk House,3.9,Very Good,Aboti Brahmin Vadi,8 minutes walk to Dwarkadhish Temple,1779,2000,Caretaker,Dwarka,,
Dwarkadhish Lords Eco Inn Dwarka - Pure Veg,4.2,Very Good,Dwarka Beach,About a minute walk to Dwarka Beach,3999,3999,Gym,Dwarka,,
"The Sky Comfort Beach Hotel, Dwarka",4,Very Good,Dwarka,5.3 km drive to Dwarkadhish Temple,1887,2700,Restaurant,Dwarka,,
Hotel Holiday Icon,4.1,Very Good,Dwarka,990 m drive to Dwarkadhish Temple,1573,1800,Restaurant,Dwarka,,
Sudama homestay,3.3,Good,Ghanshyam Nagar,1.7 km drive to Dwarkadhish Temple,1521,1900,Free Wi-Fi,Dwarka,,
Hotel Lord Krishna Dham,3.5,Very Good,Ghanshyam Nagar,1.7 km drive to Dwarkadhish Temple,1631,2199,Restaurant,Dwarka,,
Hotel Shreedhara,4,Very Good,Ghanshyam Nagar,1.5 km drive to Dwarkadhish Temple,1185,1800,24-hour Room service,Dwarka,,
Damji Hotel,4,Very Good,Aboti Brahmin Vadi,5 minutes walk to Dwarkadhish Temple,2184,2500,Butler Services,Dwarka,,
The Grand Ladhukara,4.4,Excellent,Dwarka,About a minute walk to Dwarka Beach,2184,2500,Restaurant,Dwarka,,
HOTEL HARIDARSHAN,3.9,Very Good,Dwarka,3 minutes walk to Dwarkadhish Temple,1765,2400,24-hour Room Service,Dwarka,,
Pride Comfort Dwarka,4.4,Excellent,Ghanshyam Nagar,9 minutes walk to Dwarkadhish Temple,4699,5874,Swimming Pool,Dwarka,,
Hotel Gomti,3.9,Very Good,Dwarka,About a minute walk to Dwarkadhish Temple,2439,3500,Restaurant,Dwarka,,
Hotel Swati,4.2,Very Good,Narshi Keshavji Vadi,930 m drive to Dwarkadhish Temple,1850,2390,Restaurant,Dwarka,,
Hotel The Manek,3.6,Very Good,Dwarka Beach,About a minute walk to Dwarka Beach,2801,5247,Restaurant,Dwarka,,
Evergreen Residency- Dwarka,3.3,Good,Ghanshyam Nagar,1.4 km drive to Dwarkadhish Temple,757,899,Shared Kitchen,Dwarka,,
Hotel Park Royal,4.2,Very Good,Bhadrakali Road,6 minutes walk to Dwarka Beach,2621,3000,Restaurant,Dwarka,,
HOTEL THE BARSANA,4.3,Excellent,Aboti Brahmin Vadi,8 minutes walk to Dwarkadhish Temple,2090,3000,Restaurant,Dwarka,,
"The Sky Comfort Hotel Krisha, Dwarka",4.1,Very Good,Aboti Brahmin Vadi,6 minutes walk to Dwarkadhish Temple,1471,2100,Lounge,Dwarka,,
Shubham Homestay,3.5,Very Good,Aboti Brahmin Vadi,Not Available,674,850,Air Conditioning,Dwarka,,
Hotel Sanskruti Inn,3.7,Very Good,Bhadrakali Road,5 minutes walk to Dwarka Beach,1652,2200,Restaurant,Dwarka,,
HOTEL PURUSHOTTAM,3.7,Very Good,Narshi Keshavji Vadi,8 minutes walk to Dwarkadhish Temple,1672,2400,Restaurant,Dwarka,,
The Sky Imperial Bapu's Resort,4,Very Good,Baradia,9.2 km from city centre,2935,4200,Swimming Pool,Dwarka,,
Madhav Homestay,4.2,Very Good,Aboti Brahmin Vadi,1.1 km drive to Dwarkadhish Temple,1804,2134,Private Kitchen,Dwarka,,
Hotel Gopal,3.5,Very Good,Tinbatti Chowk,2 minutes walk to Dwarka Beach,1485,1700,24-hour Room service,Dwarka,,
Hotel Rudra Plaza,3.9,Very Good,Narshi Keshavji Vadi,6 minutes walk to Dwarkadhish Temple,3484,5000,Restaurant,Dwarka,,
Hotel Devkinandan,3.7,Very Good,Dwarka,8 minutes walk to Dwarkadhish Temple,1868,2500,24-hour Room service,Dwarka,,
The Grand Dwarika,4.1,Very Good,Dwarka,3 minutes walk to Dwarkadhish Temple,3414,4000,Water Sports,Dwarka,,
Hotel Vraj Inn,3.8,Very Good,Ghanshyam Nagar,2.0 km drive to Dwarkadhish Temple,2090,3000,Restaurant,Dwarka,,
The Grand Pratap,3.5,Very Good,Dwarka,1.7 km drive to Dwarka Beach,865,1100,Restaurant,Dwarka,,
HOTEL SHREE NATH,3.2,Good,Narshi Keshavji Vadi,3 minutes walk to Dwarkadhish Temple,1308,1899,24-hour Room service,Dwarka,,
Hotel Meera Dwarka,3.6,Very Good,Aboti Brahmin Vadi,9 minutes walk to Dwarkadhish Temple,1549,2000,Restaurant,Dwarka,,
Royal House Family Bunglow,3.9,Very Good,Dwarka,1.3 km drive to Dwarkadhish Temple,1123,1500,Reception,Dwarka,,
Madhuvan Suites by Blues,3.8,Very Good,Dwarka,7.3 km from city centre,2013,4000,Swimming Pool,Dwarka,,
Hotel Kashi,4.4,Excellent,Narshi Keshavji Vadi,9 minutes walk to Dwarkadhish Temple,1936,2500,24-hour Room service,Dwarka,,
Hotel Kant - Near Shree Dwarkadhish Temple,3.3,Good,Tinbatti Chowk,6 minutes walk to Dwarkadhish Temple,2267,2790,Restaurant,Dwarka,,
Hotel Siddh,3.3,Good,Dwarka,3 minutes walk to Dwarkadhish Temple,1877,2100,Air Conditioning,Dwarka,,
Goverdhan Greens,3.7,Very Good,Baradia,8.8 km drive to Dwarkadhish Temple,2135,2716,Swimming Pool,Dwarka,,
Hotel Leela's,4.1,Very Good,Tinbatti Chowk,3 minutes walk to Dwarka Beach,2621,3000,24-hour Room Service,Dwarka,,
The Sky Comfort - Hotel The Heaven,3.3,Good,Ghanshyam Nagar,1.8 km drive to Dwarkadhish Temple,1337,1700,24-hour Room Service,Dwarka,,
Hotel Narayan Inn.,4.1,Very Good,Tinbatti Chowk,3 minutes walk to Dwarka Beach,1951,2800,Water Sports,Dwarka,,
Hari Palace - Near Shree Dwarkadhish Temple,3.7,Very Good,Dwarka,3 minutes walk to Dwarkadhish Temple,2183,2499,Fireplace,Dwarka,,
Vaividhya Atithi Gruh,3.5,Very Good,Bhadrakali Road,5 minutes walk to Dwarka Beach,2282,2700,Air Conditioning,Dwarka,,
Hotel City Palace,3.3,Good,Tinbatti Chowk,3 minutes walk to Dwarka Beach,2184,2500,Restaurant,Dwarka,,
Hotel Kuber,3.2,Good,Aboti Brahmin Vadi,8 minutes walk to Dwarkadhish Temple,1519,2899,Fireplace,Dwarka,,
Hotel Lunai Sadan,4.1,Very Good,Dwarka,6 minutes walk to Dwarkadhish Temple,1048,1199,24-hour Room service,Dwarka,,
Gurukrupa Bungalows,3.6,Very Good,Dwarka Beach,Not Available,1491,2000,Caretaker,Dwarka,,
Hotel Nand Nandan,3.8,Very Good,Narshi Keshavji Vadi,2 minutes walk to Dwarkadhish Temple,1704,3000,24-hour Room service,Dwarka,,
Chitrakut Bunglows | Rooms & Caretaker,3.4,Good,Dwarka,Not Available,1606,1900,Housekeeping,Dwarka,,
Regenta Dwarka,3.8,Very Good,Narshi Keshavji Vadi,930 m drive to Dwarkadhish Temple,3349,4100,Gym,Dwarka,,
Hotel Kutchi Palace,3.4,Good,Aboti Brahmin Vadi,5 minutes walk to Dwarkadhish Temple,1742,2250,24-hour Room Service,Dwarka,,
Hotel Mayur,2.3,Average,Narshi Keshavji Vadi,About a minute walk to Dwarkadhish Temple,1112,1500,24-hour Room service,Dwarka,,
Hotel Gayatri,2.5,Average,Tinbatti Chowk,4 minutes walk to Dwarka Beach,1311,1699,24-hour Room Service,Dwarka,,
Krushnashakti Holiday Homes,2.7,Average,Dwarka,1.6 km drive to Dwarka Beach,839,1250,Lawn,Dwarka,,
Angel Hotels,3.4,Good,Aboti Brahmin Vadi,10 minutes walk to Dwarkadhish Temple,1498,2150,24-hour Room service,Dwarka,,
The Sky Comfort Hotel Mahi,4.8,Excellent,Dwarka,2 minutes walk to Shri Nageshwar Jyotirlinga Temple,1961,2800,Restaurant,Dwarka,,
Hotel Kaanha Dwarka,2.8,Average,Dwarka,1.4 km drive to Dwarkadhish Temple,2149,2899,24-hour Room Service,Dwarka,,
Krishna guest house,2.7,Average,Dwarka,5 minutes walk to Dwarkadhish Temple,890,1000,Paid On-site Parking,Dwarka,,
The Bhanu Inn,3.1,Good,Tinbatti Chowk,3 minutes walk to Dwarka Beach,1549,2000,24-hour Room service,Dwarka,,
HOTEL ANTILIA INN,3.3,Good,Narshi Keshavji Vadi,7 minutes walk to Dwarkadhish Temple,1916,2580,Restaurant,Dwarka,,
Hotel Radhe,2.3,Average,Okha,3 minutes walk to Okha Railway Station,1922,2200,24-hour Room service,Dwarka,,
Hotel Shivam,2.5,Average,Ghanshyam Nagar,1.5 km drive to Dwarkadhish Temple,2090,3000,24-hour Room Service,Dwarka,,
Hotel Shakti,3,Good,Narshi Keshavji Vadi,6 minutes walk to Dwarkadhish Temple,2445,2799,24-hour Room service,Dwarka,,
HOTEL SHREE HARI,3.5,Very Good,Narshi Keshavji Vadi,5 minutes walk to Dwarkadhish Temple,1747,2000,Lounge,Dwarka,,
JivnTirth,2,Average,Aboti Brahmin Vadi,8 minutes walk to Dwarkadhish Temple,878,1000,24-hour Room service,Dwarka,,
HOTEL MARINERS COURT,3,Good,Okha,About a minute walk to Okha Railway Station,2184,2500,24-hour Room service,Dwarka,,
Devbhumi Bhavan,1.9,Poor,Dwarka,1.5 km drive to Dwarkadhish Temple,1482,1999,24-hour Room Service,Dwarka,,
HomeStay Mangalam Dwarka,5,Excellent,Dwarka,About a minute walk to Dwarkadhish Temple,1771,2134,Free Wi-Fi,Dwarka,,
Mahadev Home Stay Dwarka,4.6,Excellent,Aboti Brahmin Vadi,7 minutes walk to Dwarkadhish Temple,1262,1499,Caretaker,Dwarka,,
"Happy Homestay, Dwarka",3,Good,Ghanshyam Nagar,930 m drive to Dwarkadhish Temple,1262,1500,Air Conditioning,Dwarka,,
Damodar Bhavan,3,Good,Aboti Brahmin Vadi,9 minutes walk to Dwarkadhish Temple,874,1000,Free Public Parking,Dwarka,,
Mahadev home stay,3.5,Very Good,Ghanshyam Nagar,1.4 km drive to Dwarkadhish Temple,1422,1620,Air Conditioning,Dwarka,,
Gauri Villa,2.5,Average,Dwarka,1.3 km drive to Dwarkadhish Temple,2634,3000,Air Conditioning,Dwarka,,
Shree Giriraj Farm,3.5,Very Good,Dwarka,Not Available,4334,5500,Caretaker,Dwarka,,
Hotel Mahalaxmi,2,Average,Ghanshyam Nagar,7 minutes walk to Dwarkadhish Temple,1045,1500,24-hour Room service,Dwarka,,
"Grand Mercure, Ahmedabad Gift City An Accor Hotel",4.3,Excellent,"Gujarat International Finance Tec City, Gandhinagar",12.4 km from city centre,4900,4900,Spa,Gandhinagar,,
Hotel Downtown,4.2,Very Good,"Urjanagar 1, Gandhinagar",Not Available,3489,4499,Restaurant,Gandhinagar,,
Siara Styles Amba Suites,4.6,Excellent,"Gandhinagar, Gandhinagar",11.9 km from city centre,2160,3871,Restaurant,Gandhinagar,,
Treebo Blue Moon,3.5,Very Good,"Randesan, Gandhinagar",6.1 km from city centre,1803,4452,Lounge,Gandhinagar,,
Skylon Hotel,3.7,Very Good,"Sector 26, Gandhinagar",Not Available,1655,2499,Restaurant,Gandhinagar,,
HOTEL HILLTON,3.4,Good,"Urjanagar 1, Gandhinagar",Not Available,1690,2599,Restaurant,Gandhinagar,,
Prominent Corporate Residency,4.2,Very Good,"Urjanagar 1, Gandhinagar",Not Available,4324,4950,Gym,Gandhinagar,,
CRAYON HOTELS,3.7,Very Good,"Sector 11, Gandhinagar",Not Available,2979,4500,Restaurant,Gandhinagar,,
"The Fern Residency, Gandhinagar",4.2,Very Good,"Sargaasan, Gandhinagar",Not Available,8722,12499,Gym,Gandhinagar,,
Hotel Hill City,3.4,Good,"Kudasan, Gandhinagar",Not Available,1481,2500,Butler Services,Gandhinagar,,
"Fortune Inn Haveli, Gandhinagar - Member ITC Hotels' Group",4.2,Very Good,"Sector 11, Gandhinagar",Not Available,4498,4498,Spa,Gandhinagar,,
Perfect Room in Perfect Bungalow,3.5,Very Good,"Sector 8, Gandhinagar",Not Available,3088,3472,Shared Kitchen,Gandhinagar,,
7 Wonders Hotel,4,Very Good,"Urjanagar 1, Gandhinagar",Not Available,2024,3000,Restaurant,Gandhinagar,,
Hotel The Grand Heaven,3.9,Very Good,"Sector 11, Gandhinagar",Not Available,3756,4300,24-hour Room service,Gandhinagar,,
HOTEL REST INN,3,Good,"Sector 11, Gandhinagar",Not Available,1953,3500,Free Parking,Gandhinagar,,
Shiv Inn,3.9,Very Good,"Sargaasan, Gandhinagar",Not Available,985,1199,24-hour Room Service,Gandhinagar,,
Rooms in a Fully Furnished Bungalow,3.9,Very Good,"Sector 1, Gandhinagar",Not Available,2596,3000,Caretaker,Gandhinagar,,
Hotel Prayosha,3.3,Good,"Randheja, Gandhinagar",8.9 km from city centre,1686,2050,Restaurant,Gandhinagar,,
The Lemongrass Hotels,4.2,Very Good,"Bhaijipura, Gandhinagar",7.5 km from city centre,2671,3500,Restaurant,Gandhinagar,,
Gift City Club - a member of Radisson Individuals,4.3,Excellent,"Gujarat International Finance Tec City, Gandhinagar",13.7 km from city centre,7499,7499,Swimming Pool,Gandhinagar,,
Hotel City Inn,4,Very Good,"Urjanagar 1, Gandhinagar",Not Available,2486,3500,Restaurant,Gandhinagar,,
Hotel Hill Look Inn,3.3,Good,"Randesan, Gandhinagar",6.0 km from city centre,1514,2499,24-hour Room Service,Gandhinagar,,
